GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Type_Occupation,Family_Members,Label,Age,Employment_Status,Employed_years,income_bin
F,Y,N,0,144000.0,Working,Secondary / secondary special,not married,House / apartment,HR staff,1,approved,39.47123287671233,Y,3.684931506849315,14.4-22.2w
F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,Core staff,2,approved,33.75890410958904,Y,10.183561643835617,22.2-30w
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,approved,40.18356164383562,Y,2.871232876712329,10.8-14.4w
F,Y,N,1,292500.0,State servant,Higher education,Married,House / apartment,Core staff,3,approved,43.863013698630134,Y,7.306849315068493,22.2-30w
M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,27.353424657534248,Y,7.13972602739726,10.8-14.4w
M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,not married,Municipal apartment,Laborers,1,approved,27.019178082191782,Y,5.8493150684931505,14.4-22.2w
F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,1,approved,50.794520547945204,Y,4.2027397260273975,14.4-22.2w
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,41.75616438356165,Y,6.934246575342466,14.4-22.2w
F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,Unknown,3,approved,27.435616438356163,Y,6.331506849315068,10.8-14.4w
F,N,N,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Unknown,4,approved,32.726027397260275,Y,3.6246575342465754,10.8-14.4w
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,approved,43.45753424657534,Y,13.865753424657534,14.4-22.2w
F,N,Y,0,193500.0,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,approved,52.227397260273975,Y,6.063013698630137,14.4-22.2w
F,Y,Y,0,225000.0,Commercial associate,Higher education,not married,With parents,Sales staff,1,approved,29.263013698630136,Y,5.895890410958904,22.2-30w
F,Y,Y,0,108000.0,Working,Secondary / secondary special,Separated,House / apartment,Cleaning staff,1,approved,47.04383561643836,Y,2.5342465753424657,10.8-14.4w
M,N,Y,1,900000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,42.136986301369866,Y,12.353424657534246,>66w
F,N,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,Laborers,2,approved,39.78630136986301,Y,4.252054794520548,22.2-30w
M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,Unknown,2,approved,39.632876712328766,Y,4.298630136986302,22.2-30w
M,Y,N,0,270000.0,Pensioner,Higher education,Married,House / apartment,Unknown,2,approved,64.35342465753425,N,,22.2-30w
M,N,Y,1,292500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,45.56712328767123,Y,4.6,22.2-30w
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,approved,57.40547945205479,Y,23.791780821917808,22.2-30w
F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,Medicine staff,4,approved,37.21643835616438,Y,17.361643835616437,14.4-22.2w
F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,46.23561643835617,Y,0.26575342465753427,7.2-10.8w
F,N,Y,0,157500.0,Working,Secondary / secondary special,not married,House / apartment,Secretaries,1,approved,29.613698630136987,Y,3.347945205479452,14.4-22.2w
M,Y,N,0,180000.0,Working,Secondary / secondary special,not married,With parents,Unknown,1,approved,23.364383561643837,Y,1.4547945205479451,14.4-22.2w
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,62.701369863013696,N,,10.8-14.4w
F,N,N,1,112500.0,State servant,Secondary / secondary special,not married,House / apartment,Core staff,2,approved,43.73698630136986,Y,20.797260273972604,10.8-14.4w
M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,Managers,4,approved,43.90958904109589,Y,15.449315068493151,30-66w
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,57.46849315068493,Y,4.865753424657535,14.4-22.2w
F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,59.4986301369863,N,,22.2-30w
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,approved,52.446575342465756,Y,15.063013698630137,10.8-14.4w
F,Y,N,0,121500.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,63.912328767123284,N,,10.8-14.4w
M,N,Y,0,202500.0,Commercial associate,Lower secondary,Married,Rented apartment,Sales staff,2,approved,26.756164383561643,Y,5.301369863013699,14.4-22.2w
F,Y,N,0,112500.0,State servant,Secondary / secondary special,not married,House / apartment,Secretaries,1,approved,53.52876712328767,Y,16.10958904109589,10.8-14.4w
F,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,Accountants,4,approved,33.79178082191781,Y,1.2602739726027397,10.8-14.4w
F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,46.59452054794521,Y,4.298630136986302,7.2-10.8w
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,54.25205479452055,Y,12.416438356164383,14.4-22.2w
M,Y,N,0,337500.0,Working,Secondary / secondary special,not married,With parents,Core staff,1,approved,31.07945205479452,Y,9.065753424657535,30-66w
F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,2,approved,56.558904109589044,Y,10.610958904109589,14.4-22.2w
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,58.608219178082194,N,,10.8-14.4w
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,Managers,2,approved,31.9013698630137,Y,0.9424657534246575,14.4-22.2w
M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,Unknown,2,approved,27.350684931506848,Y,5.2684931506849315,30-66w
F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,3,approved,33.61369863013699,Y,1.6547945205479453,10.8-14.4w
M,Y,Y,0,337500.0,Working,Higher education,Separated,House / apartment,Laborers,1,approved,36.131506849315066,Y,1.6,30-66w
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,46.821917808219176,N,,10.8-14.4w
F,N,N,1,360000.0,Commercial associate,Higher education,Married,House / apartment,Sales staff,3,approved,40.56164383561644,Y,5.265753424657534,30-66w
F,N,Y,2,162000.0,Working,Secondary / secondary special,not married,House / apartment,Unknown,3,approved,40.320547945205476,Y,4.098630136986301,14.4-22.2w
F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,Core staff,3,approved,48.56438356164384,Y,1.9397260273972603,30-66w
F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,Medicine staff,1,approved,53.04931506849315,Y,33.78630136986301,22.2-30w
M,N,N,0,270000.0,Working,Secondary / secondary special,Married,With parents,Laborers,2,approved,32.24109589041096,Y,1.704109589041096,22.2-30w
F,N,N,0,270000.0,Commercial associate,Higher education,not married,House / apartment,Sales staff,1,approved,43.205479452054796,Y,14.271232876712329,22.2-30w
F,Y,Y,0,450000.0,Pensioner,Higher education,not married,House / apartment,Unknown,1,approved,60.5013698630137,N,,30-66w
F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,Unknown,2,approved,64.33698630136986,N,,14.4-22.2w
F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,not married,House / apartment,Sales staff,1,approved,35.202739726027396,Y,17.186301369863013,10.8-14.4w
M,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,57.18904109589041,Y,7.457534246575342,22.2-30w
F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,With parents,Medicine staff,2,approved,47.02465753424657,Y,25.65205479452055,10.8-14.4w
F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,53.057534246575344,Y,2.043835616438356,22.2-30w
F,N,N,0,157500.0,Working,Secondary / secondary special,not married,With parents,Sales staff,1,approved,24.71232876712329,Y,2.8465753424657536,14.4-22.2w
M,Y,N,0,225000.0,Working,Secondary / secondary special,not married,House / apartment,Drivers,1,approved,32.58082191780822,Y,3.621917808219178,22.2-30w
F,N,Y,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,Sales staff,2,approved,38.0,Y,9.473972602739726,7.2-10.8w
M,N,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,2,approved,38.93424657534246,Y,0.4328767123287671,7.2-10.8w
F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,45.75616438356165,Y,6.7315068493150685,14.4-22.2w
F,N,Y,2,198000.0,Commercial associate,Incomplete higher,Separated,House / apartment,Unknown,3,approved,42.865753424657534,Y,7.701369863013698,14.4-22.2w
F,N,N,3,180000.0,Working,Higher education,Married,House / apartment,Core staff,5,approved,37.47397260273973,Y,19.22739726027397,14.4-22.2w
M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,Drivers,2,approved,46.54794520547945,Y,5.550684931506849,30-66w
F,N,Y,0,67500.0,Working,Secondary / secondary special,not married,House / apartment,Laborers,2,approved,49.8054794520548,Y,0.5150684931506849,3.6-7.2w
F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Realty agents,3,approved,32.657534246575345,Y,8.128767123287671,14.4-22.2w
F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff,2,approved,29.589041095890412,Y,8.673972602739726,14.4-22.2w
F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,3,approved,32.74794520547945,Y,13.991780821917809,10.8-14.4w
M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,Managers,2,approved,43.865753424657534,Y,4.517808219178082,30-66w
F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,approved,44.602739726027394,Y,10.12054794520548,7.2-10.8w
F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,Laborers,4,approved,30.15890410958904,Y,10.128767123287671,22.2-30w
F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,39.75890410958904,Y,12.591780821917808,22.2-30w
M,N,N,2,171000.0,Working,Secondary / secondary special,Married,Municipal apartment,Core staff,4,approved,37.986301369863014,Y,15.545205479452054,14.4-22.2w
F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,28.23013698630137,Y,4.608219178082192,22.2-30w
F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,Security staff,2,approved,46.0958904109589,Y,0.536986301369863,7.2-10.8w
F,N,N,0,117000.0,Commercial associate,Secondary / secondary special,not married,With parents,Sales staff,1,approved,27.454794520547946,Y,1.452054794520548,10.8-14.4w
M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,approved,58.087671232876716,Y,4.646575342465753,14.4-22.2w
F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,54.15068493150685,Y,5.93972602739726,14.4-22.2w
F,N,N,0,54000.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,55.156164383561645,N,,3.6-7.2w
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,59.293150684931504,N,,10.8-14.4w
M,Y,Y,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,60.605479452054794,N,,7.2-10.8w
M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,approved,46.9972602739726,Y,4.517808219178082,10.8-14.4w
F,N,Y,0,166500.0,State servant,Higher education,Married,House / apartment,Unknown,2,approved,64.65479452054795,Y,36.66301369863014,14.4-22.2w
M,N,Y,0,157500.0,Working,Secondary / secondary special,not married,House / apartment,Core staff,1,approved,23.002739726027396,Y,4.134246575342465,14.4-22.2w
F,N,Y,0,247500.0,Commercial associate,Higher education,Separated,Rented apartment,Core staff,1,approved,46.61917808219178,Y,3.6904109589041094,22.2-30w
M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,27.53150684931507,Y,3.8493150684931505,14.4-22.2w
F,Y,N,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,approved,41.602739726027394,Y,0.6219178082191781,7.2-10.8w
F,N,Y,0,202500.0,Working,Secondary / secondary special,not married,House / apartment,Core staff,1,approved,48.71780821917808,Y,27.328767123287673,14.4-22.2w
M,N,N,0,180000.0,Commercial associate,Higher education,not married,House / apartment,High skill tech staff,1,approved,25.994520547945207,Y,4.123287671232877,14.4-22.2w
M,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,Managers,2,approved,50.90958904109589,Y,13.92876712328767,22.2-30w
F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,Accountants,2,approved,37.775342465753425,Y,7.958904109589041,14.4-22.2w
F,Y,N,2,360000.0,Working,Incomplete higher,Married,House / apartment,Accountants,4,approved,34.87671232876713,Y,6.063013698630137,30-66w
M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,Unknown,2,approved,33.59452054794521,Y,0.9753424657534246,22.2-30w
F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,approved,48.706849315068496,Y,4.7095890410958905,22.2-30w
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,Unknown,2,approved,56.40821917808219,Y,10.082191780821917,10.8-14.4w
F,Y,Y,0,162000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,47.47945205479452,Y,2.6356164383561644,14.4-22.2w
F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,Medicine staff,1,approved,47.224657534246575,Y,8.219178082191782,14.4-22.2w
M,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,Core staff,2,approved,31.912328767123288,Y,11.712328767123287,14.4-22.2w
F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,65.33972602739726,N,,7.2-10.8w
F,N,Y,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,62.45205479452055,N,,14.4-22.2w
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Unknown,1,approved,57.47397260273973,N,,22.2-30w
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,50.30684931506849,Y,0.3013698630136986,22.2-30w
F,N,Y,0,72000.0,Working,Secondary / secondary special,not married,House / apartment,Cleaning staff,1,approved,54.583561643835615,Y,5.693150684931507,7.2-10.8w
F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,45.21917808219178,Y,22.95068493150685,10.8-14.4w
M,N,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,Unknown,3,approved,50.1945205479452,Y,0.3013698630136986,30-66w
F,N,Y,0,167400.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,52.131506849315066,N,,14.4-22.2w
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,63.087671232876716,N,,14.4-22.2w
M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,63.797260273972604,N,,10.8-14.4w
F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,approved,40.156164383561645,Y,12.032876712328767,7.2-10.8w
F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,Core staff,3,approved,33.62191780821918,Y,0.3452054794520548,22.2-30w
M,Y,Y,0,153000.0,Working,Higher education,Separated,With parents,Managers,1,approved,54.83013698630137,Y,20.931506849315067,14.4-22.2w
F,N,Y,0,423000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Private service staff,1,approved,36.93150684931507,Y,8.638356164383561,30-66w
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,With parents,Sales staff,2,approved,39.413698630136984,Y,0.38082191780821917,7.2-10.8w
F,Y,N,1,360000.0,Working,Higher education,not married,House / apartment,Managers,2,approved,45.15068493150685,Y,11.021917808219179,30-66w
F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,63.78082191780822,N,,22.2-30w
